Ship,Port,Planned_ETA,Actual_RTA,Actual_ETD,Delay_Hours
KM DOROLONDA,TERNATE,2025-01-18 16:00:00,2025-01-18 16:00:00,2025-01-18 18:00:00,0.0
KM LAWIT,SURABAYA,2025-01-18 18:00:00,2025-01-18 18:00:00,2025-01-19 00:00:00,0.0
KM WILIS,BIMA,2025-01-18 18:00:00,2025-01-18 18:00:00,2025-01-18 19:00:00,0.0
KM TILONGKABILA,BAU-BAU,2025-01-18 20:00:00,2025-01-18 20:00:00,2025-01-18 22:00:00,0.0
KM TATAMAILAU,TERNATE,2025-01-18 21:00:00,2025-01-18 21:00:00,2025-01-18 22:00:00,0.0
KM JETLINER,KENDARI,2025-01-18 21:00:00,2025-01-18 21:00:00,2025-01-18 21:00:00,0.0
KM JETLINER,KENDARI,2025-01-18 21:00:00,2025-01-18 21:00:00,2025-01-19 07:00:00,0.0
KM TIDAR,TANJUNG PRIOK,2025-01-18 21:00:00,2025-01-19 10:00:00,2025-01-19 18:00:00,13.0
KM BK SIGUNTANG,LEWOLEBA,2025-01-19 00:00:00,2025-01-19 00:00:00,2025-01-19 02:00:00,0.0
KM BK RAYA,SERASAN,2025-01-19 01:00:00,2025-01-19 01:00:00,2025-01-19 03:00:00,0.0
KM NGGAPULU,NAMLEA,2025-01-19 01:00:00,2025-01-19 01:00:00,2025-01-19 03:00:00,0.0
KM DOBONSOLO,SURABAYA,2025-01-19 02:00:00,2025-01-19 02:00:00,2025-01-19 04:00:00,0.0
KM LEUSER,WANCI,2025-01-19 02:00:00,2025-01-19 02:00:00,2025-01-19 04:00:00,0.0
KM DOROLONDA,BITUNG,2025-01-19 02:00:00,2025-01-19 02:00:00,2025-01-19 04:00:00,0.0
KM LABOBAR,BAU-BAU,2025-01-19 03:00:00,2025-01-19 03:00:00,2025-01-19 05:00:00,0.0
KM CIREMAI,TANJUNG PRIOK,2025-01-19 03:00:00,2025-01-19 18:00:00,2025-01-19 18:00:00,15.0
KM CIREMAI,TANJUNG PRIOK,2025-01-19 03:00:00,2025-01-19 18:00:00,2025-01-20 13:00:00,0.0
KM AWU,BENOA,2025-01-19 03:00:00,2025-01-19 03:00:00,2025-01-19 09:00:00,0.0
KM SINABUNG,BACAN,2025-01-19 04:00:00,2025-01-19 04:00:00,2025-01-19 05:00:00,0.0
KM SANGIANG,SANANA,2025-01-19 06:00:00,2025-01-19 06:00:00,2025-01-19 08:00:00,0.0
KM WILIS,WAIKELO,2025-01-19 06:00:00,2025-01-19 06:00:00,2025-01-19 07:00:00,0.0
KM BK SIGUNTANG,MAUMERE,2025-01-19 08:00:00,2025-01-19 08:00:00,2025-01-19 10:00:00,0.0
KM NGGAPULU,AMBON,2025-01-19 08:00:00,2025-01-19 08:00:00,2025-01-19 12:00:00,0.0
KM SIRIMAU,SAUMLAKI,2025-01-19 09:00:00,2025-01-19 09:00:00,2025-01-19 11:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-01-19 09:00:00,2025-01-19 09:00:00,2025-01-19 11:00:00,0.0
KM LAMBELU,TARAKAN,2025-01-19 10:00:00,2025-01-19 10:00:00,2025-01-19 14:00:00,0.0
KM TATAMAILAU,BITUNG,2025-01-19 10:00:00,2025-01-19 10:00:00,2025-01-19 10:00:00,0.0
KM EGON,SURABAYA,2025-01-19 11:00:00,2025-01-19 11:00:00,2025-01-19 15:00:00,0.0
KM BK RAYA,MIDAI,2025-01-19 11:00:00,2025-01-19 11:00:00,2025-01-19 12:00:00,0.0
KM SINABUNG,TERNATE,2025-01-19 12:00:00,2025-01-19 12:00:00,2025-01-19 14:00:00,0.0
KM WILIS,WAINGAPU,2025-01-19 16:00:00,2025-01-19 16:00:00,2025-01-19 20:00:00,0.0
KM BK RAYA,NATUNA,2025-01-19 16:00:00,2025-01-19 16:00:00,2025-01-19 18:00:00,0.0
KM TILONGKABILA,MAKASSAR,2025-01-19 20:00:00,2025-01-19 20:00:00,2025-01-20 01:00:00,0.0
KM LAMBELU,NUNUKAN,2025-01-19 20:00:00,2025-01-19 20:00:00,2025-01-19 22:00:00,0.0
KM JETLINER,WANCI,2025-01-19 20:00:00,2025-01-19 20:00:00,2025-01-19 22:00:00,0.0
KM BINAIYA,BIMA,2025-01-19 23:00:00,2025-01-19 23:00:00,2025-01-20 01:00:00,0.0
KM SINABUNG,BITUNG,2025-01-20 00:00:00,2025-01-20 00:00:00,2025-01-20 02:00:00,0.0
KM GUNUNG DEMPO,SURABAYA,2025-01-20 03:00:00,2025-01-20 03:00:00,2025-01-20 07:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-01-20 04:00:00,2025-01-20 04:00:00,2025-01-20 10:00:00,0.0
KM LEUSER,NAMROLE,2025-01-20 04:00:00,2025-01-20 04:00:00,2025-01-20 06:00:00,0.0
KM KELUD,BATAM,2025-01-20 04:00:00,2025-01-20 04:00:00,2025-01-20 11:00:00,0.0
KM BK RAYA,TAREMPA,2025-01-20 05:00:00,2025-01-20 05:00:00,2025-01-20 06:00:00,0.0
KM LABOBAR,AMBON,2025-01-20 05:00:00,2025-01-20 05:00:00,2025-01-20 08:00:00,0.0
KM LAWIT,BENOA,2025-01-20 05:00:00,2025-01-20 05:00:00,2025-01-20 10:00:00,0.0
KM SANGIANG,BACAN,2025-01-20 06:00:00,2025-01-20 06:00:00,2025-01-20 08:00:00,0.0
KM PANGRANGO,AMBON,2025-01-20 06:00:00,2025-01-20 08:00:00,2025-01-20 22:00:00,2.0
KM DOROLONDA,PANTOLOAN,2025-01-20 07:00:00,2025-01-20 07:00:00,2025-01-20 09:00:00,0.0
KM SIRIMAU,TUAL,2025-01-20 07:00:00,2025-01-20 07:00:00,2025-01-20 12:00:00,0.0
KM WILIS,ENDE,2025-01-20 07:00:00,2025-01-20 07:00:00,2025-01-20 09:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-01-20 07:00:00,2025-01-20 07:00:00,2025-01-20 09:00:00,0.0
KM TIDAR,SURABAYA,2025-01-20 09:00:00,2025-01-20 09:00:00,2025-01-20 12:00:00,0.0
KM BINAIYA,LABUAN BAJO,2025-01-20 09:00:00,2025-01-20 09:00:00,2025-01-20 11:00:00,0.0
KM BK RAYA,LETUNG,2025-01-20 10:00:00,2025-01-20 10:00:00,2025-01-20 11:00:00,0.0
KM NGGAPULU,TERNATE,2025-01-20 10:00:00,2025-01-20 10:00:00,2025-01-20 12:00:00,0.0
KM JETLINER,KENDARI,2025-01-20 11:00:00,2025-01-20 11:00:00,2025-01-20 17:00:00,0.0
KM DOBONSOLO,TANJUNG PRIOK,2025-01-20 12:00:00,2025-01-20 13:00:00,2025-01-20 13:00:00,1.0
KM AWU,SURABAYA,2025-01-20 13:00:00,2025-01-20 13:00:00,2025-01-20 18:00:00,0.0
KM NGGAPULU,JAILOLO,2025-01-20 14:00:00,2025-01-20 14:00:00,2025-01-20 16:00:00,0.0
KM EGON,LEMBAR,2025-01-20 14:00:00,2025-01-20 14:00:00,2025-01-20 16:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-20 14:00:00,2025-01-20 14:00:00,2025-01-20 15:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-01-20 15:00:00,2025-01-20 15:00:00,2025-01-20 19:00:00,0.0
KM LABOBAR,BANDA,2025-01-20 16:00:00,2025-01-20 16:00:00,2025-01-20 18:00:00,0.0
KM LEUSER,AMBON,2025-01-20 17:00:00,2025-01-20 22:00:00,2025-01-21 02:00:00,5.0
KM SINABUNG,BANGGAI,2025-01-20 18:00:00,2025-01-20 18:00:00,2025-01-20 20:00:00,0.0
KM TILONGKABILA,LABUAN BAJO,2025-01-20 19:00:00,2025-01-20 19:00:00,2025-01-20 21:00:00,0.0
KM SANGIANG,TERNATE,2025-01-20 20:00:00,2025-01-20 20:00:00,2025-01-20 22:00:00,0.0
KM DOROLONDA,BALIKPAPAN,2025-01-20 21:00:00,2025-01-20 21:00:00,2025-01-20 23:00:00,0.0
KM SIRIMAU,DOBO,2025-01-20 23:00:00,2025-01-20 23:00:00,2025-01-21 01:00:00,0.0
KM BK RAYA,KIJANG,2025-01-21 00:00:00,2025-01-21 00:00:00,2025-01-21 03:00:00,0.0
KM WILIS,KUPANG,2025-01-21 01:00:00,2025-01-21 01:00:00,2025-01-21 09:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-01-21 01:00:00,2025-01-21 01:00:00,2025-01-21 03:00:00,0.0
KM NGGAPULU,BITUNG,2025-01-21 01:00:00,2025-01-21 01:00:00,2025-01-21 05:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-01-21 03:00:00,2025-01-21 03:00:00,2025-01-22 05:00:00,0.0
KM KELIMUTU,TANJUNG PRIOK,2025-01-21 03:00:00,2025-01-22 05:00:00,2025-01-22 05:00:00,0.0
KM CIREMAI,SURABAYA,2025-01-21 03:00:00,2025-01-21 03:00:00,2025-01-21 07:00:00,0.0
KM TILONGKABILA,BIMA,2025-01-21 04:00:00,2025-01-21 04:00:00,2025-01-21 06:00:00,0.0
KM PANGRANGO,NAMROLE,2025-01-21 06:00:00,2025-01-21 06:00:00,2025-01-21 08:00:00,0.0
KM JETLINER,WANCI,2025-01-21 06:00:00,2025-01-21 06:00:00,2025-01-21 08:00:00,0.0
KM BINAIYA,MAKASSAR,2025-01-21 06:00:00,2025-01-21 06:00:00,2025-01-21 11:00:00,0.0
KM LABOBAR,TUAL,2025-01-21 06:00:00,2025-01-21 06:00:00,2025-01-21 09:00:00,0.0
KM LAWIT,BIMA,2025-01-21 08:00:00,2025-01-21 08:00:00,2025-01-21 10:00:00,0.0
KM GUNUNG DEMPO,MAKASSAR,2025-01-21 09:00:00,2025-01-21 11:00:00,2025-01-21 14:00:00,2.0
KM BK SIGUNTANG,BALIKPAPAN,2025-01-21 11:00:00,2025-01-21 11:00:00,2025-01-21 13:00:00,0.0
KM KELUD,BELAWAN,2025-01-21 13:00:00,2025-01-21 13:00:00,2025-01-21 17:00:00,0.0
KM SINABUNG,BAU-BAU,2025-01-21 13:00:00,2025-01-21 13:00:00,2025-01-21 15:00:00,0.0
KM NGGAPULU,JAILOLO,2025-01-21 14:00:00,2025-01-21 14:00:00,2025-01-21 16:00:00,0.0
KM LABOBAR,DOBO,2025-01-21 16:00:00,2025-01-21 16:00:00,2025-01-21 19:00:00,0.0
KM BINAIYA,AWERANGE,2025-01-21 17:00:00,2025-01-21 17:00:00,2025-01-21 19:00:00,0.0
KM SANGIANG,BITUNG,2025-01-21 17:00:00,2025-01-21 17:00:00,2025-01-23 16:00:00,0.0
KM SANGIANG,BITUNG,2025-01-21 17:00:00,2025-01-23 16:00:00,2025-01-23 16:00:00,0.0
KM NGGAPULU,TERNATE,2025-01-21 18:00:00,2025-01-21 18:00:00,2025-01-21 20:00:00,0.0
KM PANGRANGO,AMBON,2025-01-21 18:00:00,2025-01-21 18:00:00,2025-01-22 00:00:00,0.0
KM EGON,WAINGAPU,2025-01-21 18:00:00,2025-01-21 18:00:00,2025-01-22 06:00:00,0.0
KM EGON,WAINGAPU,2025-01-21 18:00:00,2025-01-22 06:00:00,2025-01-22 06:00:00,0.0
KM BK RAYA,BLINYU,2025-01-21 18:00:00,2025-01-21 18:00:00,2025-01-21 19:00:00,0.0
KM SIRIMAU,TIMIKA,2025-01-21 19:00:00,2025-01-21 19:00:00,2025-01-21 21:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-21 19:00:00,2025-01-21 19:00:00,2025-01-21 22:00:00,0.0
KM TIDAR,MAKASSAR,2025-01-21 20:00:00,2025-01-21 20:00:00,2025-01-21 23:00:00,0.0
KM JETLINER,KENDARI,2025-01-21 21:00:00,2025-01-21 21:00:00,2025-01-21 23:00:00,0.0
KM AWU,KUMAI,2025-01-21 22:00:00,2025-01-21 22:00:00,2025-01-21 22:00:00,0.0
KM AWU,KUMAI,2025-01-21 22:00:00,2025-01-21 22:00:00,2025-01-23 04:00:00,0.0
KM TILONGKABILA,LEMBAR,2025-01-22 00:00:00,2025-01-22 00:00:00,2025-01-22 02:00:00,0.0
KM LAWIT,WAINGAPU,2025-01-22 01:00:00,2025-01-22 06:00:00,2025-01-22 09:00:00,5.0
KM WILIS,KALABAHI,2025-01-22 02:00:00,2025-01-22 02:00:00,2025-01-22 14:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-22 03:00:00,2025-01-22 03:00:00,2025-01-22 11:00:00,0.0
KM LAMBELU,MAKASSAR,2025-01-22 03:00:00,2025-01-22 11:00:00,2025-01-22 11:00:00,0.0
KM DOROLONDA,SURABAYA,2025-01-22 04:00:00,2025-01-22 04:00:00,2025-01-22 13:00:00,0.0
KM LABOBAR,KAIMANA,2025-01-22 04:00:00,2025-01-22 04:00:00,2025-01-22 06:00:00,0.0
KM DOROLONDA,SURABAYA,2025-01-22 04:00:00,2025-01-22 13:00:00,2025-01-22 13:00:00,0.0
KM LEUSER,SAUMLAKI,2025-01-22 06:00:00,2025-01-22 06:00:00,2025-01-22 08:00:00,0.0
KM SINABUNG,MAKASSAR,2025-01-22 07:00:00,2025-01-22 11:00:00,2025-01-22 13:00:00,4.0
KM JETLINER,RAHA,2025-01-22 07:00:00,2025-01-22 07:00:00,2025-01-22 08:00:00,0.0
KM TILONGKABILA,BENOA,2025-01-22 08:00:00,2025-01-22 08:00:00,2025-01-22 08:00:00,0.0
KM SIRIMAU,AGATS,2025-01-22 09:00:00,2025-01-22 09:00:00,2025-01-22 11:00:00,0.0
KM BK SIGUNTANG,TARAKAN,2025-01-22 13:00:00,2025-01-22 13:00:00,2025-01-22 17:00:00,0.0
KM CIREMAI,MAKASSAR,2025-01-22 13:00:00,2025-01-22 13:00:00,2025-01-22 17:00:00,0.0
KM PANGRANGO,BANDA,2025-01-22 14:00:00,2025-01-22 14:00:00,2025-01-22 16:00:00,0.0
KM LAWIT,ENDE,2025-01-22 14:00:00,2025-01-22 14:00:00,2025-01-22 16:00:00,0.0
KM LABOBAR,DOBO,2025-01-22 15:00:00,2025-01-22 15:00:00,2025-01-22 17:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-22 15:00:00,2025-01-22 15:00:00,2025-01-22 16:00:00,0.0
KM JETLINER,KENDARI,2025-01-22 16:00:00,2025-01-22 16:00:00,2025-01-22 18:00:00,0.0
KM TIDAR,BAU-BAU,2025-01-22 16:00:00,2025-01-22 16:00:00,2025-01-22 19:00:00,0.0
KM LAMBELU,PARE-PARE,2025-01-22 16:00:00,2025-01-22 16:00:00,2025-01-22 19:00:00,0.0
KM NGGAPULU,AMBON,2025-01-22 17:00:00,2025-01-22 17:00:00,2025-01-22 22:00:00,0.0
KM KELUD,BATAM,2025-01-22 19:00:00,2025-01-22 19:00:00,2025-01-22 23:00:00,0.0
KM BINAIYA,BONTANG,2025-01-22 22:00:00,2025-01-22 22:00:00,2025-01-23 01:00:00,0.0
KM BK RAYA,TANJUNG PRIOK,2025-01-22 23:00:00,2025-01-22 23:00:00,2025-01-22 23:00:00,0.0
KM BK SIGUNTANG,NUNUKAN,2025-01-22 23:00:00,2025-01-22 23:00:00,2025-01-23 01:00:00,0.0
KM BK RAYA,TANJUNG PRIOK,2025-01-22 23:00:00,2025-01-22 23:00:00,2025-01-23 10:00:00,0.0
KM LABOBAR,TUAL,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-01-23 02:00:00,0.0
KM KELIMUTU,TANJUNG PANDAN,2025-01-23 00:00:00,2025-01-23 00:00:00,2025-01-23 02:00:00,0.0
KM NGGAPULU,NAMLEA,2025-01-23 03:00:00,2025-01-23 03:00:00,2025-01-23 05:00:00,0.0
KM WILIS,KUPANG,2025-01-23 06:00:00,2025-01-23 06:00:00,2025-01-23 14:00:00,0.0
KM LEUSER,TUAL,2025-01-23 06:00:00,2025-01-23 06:00:00,2025-01-23 10:00:00,0.0
KM JETLINER,WANCI,2025-01-23 07:00:00,2025-01-23 07:00:00,2025-01-23 09:00:00,0.0
KM TIDAR,MAUMERE,2025-01-23 09:00:00,2025-01-23 09:00:00,2025-01-23 11:00:00,0.0
KM CIREMAI,BAU-BAU,2025-01-23 09:00:00,2025-01-23 09:00:00,2025-01-23 11:00:00,0.0
KM EGON,LEMBAR,2025-01-23 10:00:00,2025-01-23 10:00:00,2025-01-23 13:00:00,0.0
KM LAWIT,KALABAHI,2025-01-23 11:00:00,2025-01-23 11:00:00,2025-01-23 13:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-01-23 11:00:00,2025-01-23 11:00:00,2025-01-23 13:00:00,0.0
KM GUNUNG DEMPO,SORONG,2025-01-23 13:00:00,2025-01-23 13:00:00,2025-01-23 16:00:00,0.0
KM LABOBAR,BANDA,2025-01-23 15:00:00,2025-01-23 15:00:00,2025-01-23 16:00:00,0.0
KM SINABUNG,SURABAYA,2025-01-23 16:00:00,2025-01-23 16:00:00,2025-01-23 16:00:00,0.0
KM SINABUNG,SURABAYA,2025-01-23 16:00:00,2025-01-23 16:00:00,2025-01-24 03:00:00,0.0
KM TIDAR,LARANTUKA,2025-01-23 17:00:00,2025-01-23 17:00:00,2025-01-23 19:00:00,0.0
KM DOROLONDA,MAKASSAR,2025-01-23 18:00:00,2025-01-23 18:00:00,2025-01-23 21:00:00,0.0
KM PANGRANGO,SAUMLAKI,2025-01-23 19:00:00,2025-01-23 19:00:00,2025-01-24 00:00:00,0.0
KM LEUSER,DOBO,2025-01-23 21:00:00,2025-01-23 21:00:00,2025-01-23 23:00:00,0.0
KM TIDAR,LEWOLEBA,2025-01-23 22:00:00,2025-01-23 22:00:00,2025-01-24 00:00:00,0.0
KM JETLINER,KENDARI,2025-01-23 22:00:00,2025-01-23 22:00:00,2025-01-24 17:00:00,0.0
KM LABOBAR,AMBON,2025-01-24 00:00:00,2025-01-24 00:00:00,2025-01-24 02:00:00,0.0
KM LAWIT,KUPANG,2025-01-24 02:00:00,2025-01-24 02:00:00,2025-01-24 06:00:00,0.0
KM KELIMUTU,PONTIANAK,2025-01-24 02:00:00,2025-01-24 02:00:00,2025-01-24 04:00:00,0.0
KM BK SIGUNTANG,BALIKPAPAN,2025-01-24 04:00:00,2025-01-24 04:00:00,2025-01-24 06:00:00,0.0
KM GUNUNG DEMPO,MANOKWARI,2025-01-24 04:00:00,2025-01-24 04:00:00,2025-01-24 06:00:00,0.0
KM BINAIYA,PARE-PARE,2025-01-24 04:00:00,2025-01-24 04:00:00,2025-01-24 07:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-24 05:00:00,2025-01-24 05:00:00,2025-01-24 21:00:00,0.0
KM KELUD,TANJUNG PRIOK,2025-01-24 05:00:00,2025-01-24 21:00:00,2025-01-24 21:00:00,0.0
KM NGGAPULU,BAU-BAU,2025-01-24 06:00:00,2025-01-24 06:00:00,2025-01-24 08:00:00,0.0
KM WILIS,ENDE,2025-01-24 06:00:00,2025-01-24 06:00:00,2025-01-24 08:00:00,0.0
KM SIRIMAU,MERAUKE,2025-01-24 07:00:00,2025-01-24 07:00:00,2025-01-25 05:00:00,0.0
KM AWU,SURABAYA,2025-01-24 07:00:00,2025-01-24 07:00:00,2025-01-24 14:00:00,0.0
KM TIDAR,KUPANG,2025-01-24 09:00:00,2025-01-24 09:00:00,2025-01-24 13:00:00,0.0
KM LAWIT,ROTE,2025-01-24 11:00:00,2025-01-24 11:00:00,2025-01-24 13:00:00,0.0
KM DOROLONDA,BAU-BAU,2025-01-24 12:00:00,2025-01-24 12:00:00,2025-01-24 14:00:00,0.0
KM CIREMAI,AMBON,2025-01-24 13:00:00,2025-01-24 13:00:00,2025-01-24 16:00:00,0.0
KM EGON,SURABAYA,2025-01-24 13:00:00,2025-01-24 14:00:00,2025-01-24 18:00:00,1.0
KM SANGIANG,TERNATE,2025-01-24 13:00:00,2025-01-24 13:00:00,2025-01-24 16:00:00,0.0
KM BK RAYA,BLINYU,2025-01-24 14:00:00,2025-01-24 14:00:00,2025-01-24 15:00:00,0.0
KM LAMBELU,TARAKAN,2025-01-24 15:00:00,2025-01-24 15:00:00,2025-01-24 18:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-01-24 16:00:00,2025-01-24 16:00:00,2025-01-24 18:00:00,0.0
KM LAWIT,KUPANG,2025-01-24 18:00:00,2025-01-24 18:00:00,2025-01-24 22:00:00,0.0
KM WILIS,WAINGAPU,2025-01-24 19:00:00,2025-01-24 19:00:00,2025-01-24 21:00:00,0.0
KM LEUSER,TIMIKA,2025-01-24 19:00:00,2025-01-24 19:00:00,2025-01-24 21:00:00,0.0
KM TIDAR,LEWOLEBA,2025-01-24 21:00:00,2025-01-24 21:00:00,2025-01-24 23:00:00,0.0
KM BK SIGUNTANG,PARE-PARE,2025-01-24 22:00:00,2025-01-24 22:00:00,2025-01-25 02:00:00,0.0
KM NGGAPULU,MAKASSAR,2025-01-25 00:00:00,2025-01-25 00:00:00,2025-01-25 03:00:00,0.0
KM LAMBELU,NUNUKAN,2025-01-25 00:00:00,2025-01-25 00:00:00,2025-01-25 03:00:00,0.0
KM TIDAR,LARANTUKA,2025-01-25 02:00:00,2025-01-25 02:00:00,2025-01-25 04:00:00,0.0
KM LABOBAR,BAU-BAU,2025-01-25 03:00:00,2025-01-25 03:00:00,2025-01-25 05:00:00,0.0
KM PANGRANGO,BANDA,2025-01-25 05:00:00,2025-01-25 05:00:00,2025-01-25 07:00:00,0.0
KM SANGIANG,BACAN,2025-01-25 05:00:00,2025-01-25 05:00:00,2025-01-25 07:00:00,0.0
KM WILIS,WAIKELO,2025-01-25 06:00:00,2025-01-25 06:00:00,2025-01-25 07:00:00,0.0
KM JETLINER,WANCI,2025-01-25 06:00:00,2025-01-25 06:00:00,2025-01-25 08:00:00,0.0
KM BK RAYA,KIJANG,2025-01-25 06:00:00,2025-01-25 06:00:00,2025-01-25 09:00:00,0.0
KM BK SIGUNTANG,MAKASSAR,2025-01-25 07:00:00,2025-01-25 07:00:00,2025-01-25 07:00:00,0.0
KM TIDAR,MAUMERE,2025-01-25 10:00:00,2025-01-25 10:00:00,2025-01-25 12:00:00,0.0
KM LEUSER,AGATS,2025-01-25 10:00:00,2025-01-25 10:00:00,2025-01-25 16:00:00,0.0
KM SINABUNG,MAKASSAR,2025-01-25 10:00:00,2025-01-25 10:00:00,2025-01-25 13:00:00,0.0
KM BINAIYA,BONTANG,2025-01-25 11:00:00,2025-01-25 11:00:00,2025-01-25 14:00:00,0.0
KM LAWIT,KALABAHI,2025-01-25 11:00:00,2025-01-25 11:00:00,2025-01-25 13:00:00,0.0
KM DOROLONDA,NAMLEA,2025-01-25 14:00:00,2025-01-25 14:00:00,2025-01-25 16:00:00,0.0
KM CIREMAI,SORONG,2025-01-25 14:00:00,2025-01-25 14:00:00,2025-01-25 16:00:00,0.0
KM GUNUNG DEMPO,JAYAPURA,2025-01-25 16:00:00,2025-01-25 16:00:00,2025-01-25 21:00:00,0.0
KM AWU,BENOA,2025-01-25 17:00:00,2025-01-25 17:00:00,2025-01-25 23:00:00,0.0
KM WILIS,BIMA,2025-01-25 18:00:00,2025-01-25 18:00:00,2025-01-25 20:00:00,0.0
KM LABOBAR,MAKASSAR,2025-01-25 20:00:00,2025-01-25 20:00:00,2025-01-25 22:00:00,0.0
KM EGON,BATULICIN,2025-01-25 20:00:00,2025-01-25 20:00:00,2025-01-26 00:00:00,0.0
KM JETLINER,KENDARI,2025-01-25 21:00:00,2025-01-25 21:00:00,2025-01-26 07:00:00,0.0
KM DOROLONDA,AMBON,2025-01-25 21:00:00,2025-01-25 21:00:00,2025-01-26 00:00:00,0.0
KM JETLINER,KENDARI,2025-01-25 21:00:00,2025-01-26 07:00:00,2025-01-26 07:00:00,0.0
KM PANGRANGO,AMBON,2025-01-25 21:00:00,2025-01-26 00:00:00,2025-01-26 20:00:00,3.0
KM BK RAYA,LETUNG,2025-01-25 22:00:00,2025-01-25 22:00:00,2025-01-25 23:00:00,0.0
KM LAMBELU,PANTOLOAN,2025-01-26 00:00:00,2025-01-26 00:00:00,2025-01-26 02:00:00,0.0
KM KELIMUTU,SEMARANG,2025-01-26 00:00:00,2025-01-26 00:00:00,2025-01-26 04:00:00,0.0
KM TIDAR,BAU-BAU,2025-01-26 01:00:00,2025-01-26 01:00:00,2025-01-26 04:00:00,0.0
KM BK RAYA,TAREMPA,2025-01-26 03:00:00,2025-01-26 03:00:00,2025-01-26 05:00:00,0.0
KM KELUD,BATAM,2025-01-26 04:00:00,2025-01-26 04:00:00,2025-01-26 08:00:00,0.0
KM WILIS,LABUAN BAJO,2025-01-26 05:00:00,2025-01-26 05:00:00,2025-01-26 06:00:00,0.0
KM SANGIANG,SANANA,2025-01-26 06:00:00,2025-01-26 06:00:00,2025-01-26 08:00:00,0.0
KM SINABUNG,BAU-BAU,2025-01-26 06:00:00,2025-01-26 06:00:00,2025-01-26 08:00:00,0.0
KM LAWIT,ENDE,2025-01-26 08:00:00,2025-01-26 08:00:00,2025-01-26 10:00:00,0.0
KM NGGAPULU,SURABAYA,2025-01-26 10:00:00,2025-01-26 10:00:00,2025-01-26 14:00:00,0.0
KM KELUD,TANJUNG BALAI KARIMUN,2025-01-26 11:00:00,2025-01-26 11:00:00,2025-01-26 12:00:00,0.0
KM LAMBELU,BALIKPAPAN,2025-01-26 15:00:00,2025-01-26 15:00:00,2025-01-26 17:00:00,0.0
KM CIREMAI,SERUI,2025-01-26 16:00:00,2025-01-26 16:00:00,2025-01-26 18:00:00,0.0
KM BK RAYA,NATUNA,2025-01-26 16:00:00,2025-01-26 16:00:00,2025-01-26 19:00:00,0.0
KM BINAIYA,AWERANGE,2025-01-26 17:00:00,2025-01-26 17:00:00,2025-01-26 19:00:00,0.0
KM JETLINER,WANCI,2025-01-26 20:00:00,2025-01-26 20:00:00,2025-01-26 22:00:00,0.0
KM DOROLONDA,SORONG,2025-01-26 20:00:00,2025-01-26 20:00:00,2025-01-26 23:00:00,0.0
KM AWU,BIMA,2025-01-26 20:00:00,2025-01-26 20:00:00,2025-01-26 22:00:00,0.0
KM LAWIT,WAINGAPU,2025-01-26 20:00:00,2025-01-26 20:00:00,2025-01-26 23:00:00,0.0
KM GUNUNG DEMPO,NABIRE,2025-01-26 20:00:00,2025-01-26 20:00:00,2025-01-26 22:00:00,0.0
KM TIDAR,MAKASSAR,2025-01-26 21:00:00,2025-01-26 21:00:00,2025-01-27 00:00:00,0.0
KM SANGIANG,NAMLEA,2025-01-26 22:00:00,2025-01-26 22:00:00,2025-01-26 23:00:00,0.0
KM EGON,PARE-PARE,2025-01-26 22:00:00,2025-01-26 22:00:00,2025-01-27 01:00:00,0.0
KM BK RAYA,MIDAI,2025-01-26 23:00:00,2025-01-26 23:00:00,2025-01-27 01:00:00,0.0
KM SIRIMAU,AGATS,2025-01-27 00:00:00,2025-01-27 00:00:00,2025-01-27 03:00:00,0.0
KM BINAIYA,MAKASSAR,2025-01-27 01:00:00,2025-01-27 01:00:00,2025-01-27 05:00:00,0.0
KM SINABUNG,BANGGAI,2025-01-27 02:00:00,2025-01-27 02:00:00,2025-01-27 03:00:00,0.0
KM LABOBAR,SURABAYA,2025-01-27 02:00:00,2025-01-27 02:00:00,2025-01-27 05:00:00,0.0
KM KELIMUTU,KUMAI,2025-01-27 05:00:00,2025-01-27 05:00:00,2025-01-27 12:00:00,0.0
KM WILIS,MAKASSAR,2025-01-27 06:00:00,2025-01-27 06:00:00,2025-01-27 09:00:00,0.0
KM PANGRANGO,BANDA,2025-01-27 07:00:00,2025-01-27 07:00:00,2025-01-27 09:00:00,0.0
KM BK RAYA,SERASAN,2025-01-27 09:00:00,2025-01-27 09:00:00,2025-01-27 11:00:00,0.0
KM SANGIANG,AMBON,2025-01-27 09:00:00,2025-01-27 09:00:00,2025-01-27 13:00:00,0.0
